recorded_at,line_id,mold_temp,injection_pressure,injection_speed,cooling_time,humidity,ambient_temp
2026-05-22T10:29:00,A,74.43,89.81,61.44,21.31,48.05,22.8
2026-05-22T10:29:15,A,72.92,87.69,56.11,19.32,50.54,24.6
2026-05-22T10:29:30,A,73.89,89.91,57.45,20.86,44.64,23.64
2026-05-22T10:29:45,A,75.6,91.05,56.99,19.86,44.67,23.92
2026-05-22T10:30:00,A,73.33,89.65,58.09,22.61,49.04,25.83
2026-05-22T10:30:15,A,76.63,91.18,54.22,19.58,52.54,23.95
2026-05-22T10:30:30,A,72.19,93.74,59.81,21.43,48.9,22.3
2026-05-22T10:30:45,A,73.15,89.27,59.1,22.86,54.88,26.22
2026-05-22T10:31:00,A,74.68,94.43,56.5,20.33,46.71,23.41
2026-05-22T10:31:15,A,73.33,88.36,62.5,18.34,50.66,25.22
2026-05-22T10:31:30,A,73.97,93.54,60.58,19.2,51.45,22.9
2026-05-22T10:31:45,A,76.36,87.48,57.34,20.8,53.69,23.36
2026-05-22T10:32:00,A,75.92,89.91,57.27,18.6,48.0,24.29
2026-05-22T10:32:15,A,74.63,88.18,61.37,15.88,48.5,23.47
2026-05-22T10:32:30,A,77.78,90.42,53.61,21.15,50.65,24.51
2026-05-22T10:32:45,A,82.85,83.75,65.17,19.57,50.86,23.95
2026-05-22T10:33:00,A,74.15,88.29,60.99,17.72,52.25,23.58
2026-05-22T10:33:15,A,72.74,88.39,61.08,18.9,52.27,24.69
2026-05-22T10:33:30,A,78.7,90.29,63.89,18.92,52.24,23.81
2026-05-22T10:33:45,A,74.87,89.65,60.64,22.37,52.96,24.87
2026-05-22T10:34:00,A,74.09,87.33,62.87,21.31,54.42,23.4
2026-05-22T10:34:15,A,74.54,92.99,58.6,20.96,49.43,24.32
2026-05-22T10:34:30,A,72.7,90.26,51.03,19.72,45.11,25.21
2026-05-22T10:34:45,A,76.55,87.15,65.24,21.4,49.29,25.14
2026-05-22T10:35:00,A,72.79,88.41,56.83,21.83,49.22,24.35
2026-05-22T10:35:15,A,73.86,84.26,59.79,17.95,55.96,24.91
2026-05-22T10:35:30,A,75.21,91.63,60.6,20.4,53.82,24.73
2026-05-22T10:35:45,A,75.58,89.63,60.28,18.3,57.24,25.52
2026-05-22T10:36:00,A,76.2,87.14,60.23,20.39,46.27,24.33
2026-05-22T10:36:15,A,74.69,84.28,57.42,19.38,55.66,24.56
2026-05-22T10:36:30,A,72.33,93.25,58.59,19.86,53.98,22.71
2026-05-22T10:36:45,A,72.21,85.44,51.5,19.32,51.66,25.2
2026-05-22T10:37:00,A,74.07,84.39,58.83,20.29,51.35,23.49
2026-05-22T10:37:15,A,75.07,91.36,57.05,20.09,51.34,23.66
2026-05-22T10:37:30,A,75.34,91.83,60.47,19.12,50.67,24.71
2026-05-22T10:37:45,A,70.9,91.28,63.59,17.94,47.87,23.71
2026-05-22T10:38:00,A,73.43,88.33,60.61,18.2,48.81,24.32
2026-05-22T10:38:15,A,74.33,85.46,60.96,22.63,50.06,24.23
2026-05-22T10:38:30,A,76.39,90.61,64.9,18.9,55.45,24.78
2026-05-22T10:38:45,A,76.11,93.6,60.42,17.05,46.65,23.81
2026-05-22T10:39:00,A,75.62,84.15,60.43,17.27,52.28,23.91
2026-05-22T10:39:15,A,75.84,93.13,61.75,19.81,51.74,23.29
2026-05-22T10:39:30,A,76.71,94.95,63.21,18.91,51.08,22.71
2026-05-22T10:39:45,A,76.14,86.51,59.15,19.55,46.37,24.39
2026-05-22T10:40:00,A,75.5,93.15,64.97,19.27,48.16,24.49
2026-05-22T10:40:15,A,74.28,84.27,63.95,20.11,48.77,23.91
2026-05-22T10:40:30,A,74.92,90.12,61.33,21.43,46.94,24.47
2026-05-22T10:40:45,A,74.46,89.7,58.19,20.65,51.41,23.29
2026-05-22T10:41:00,A,73.58,89.67,57.31,21.26,48.89,21.09
2026-05-22T10:41:15,A,74.25,86.29,60.33,21.99,50.94,23.39
2026-05-22T10:41:30,A,75.91,86.54,54.74,19.42,50.47,23.9
2026-05-22T10:41:45,A,74.17,86.05,62.33,18.5,47.74,22.53
2026-05-22T10:42:00,A,74.0,92.94,61.57,18.34,49.01,23.22
2026-05-22T10:42:15,A,77.66,92.68,65.49,19.39,52.14,26.28
2026-05-22T10:42:30,A,73.76,92.14,54.35,19.44,51.31,24.19
2026-05-22T10:42:45,A,75.85,87.14,57.97,18.84,52.49,24.9
2026-05-22T10:43:00,A,75.9,95.0,64.57,21.1,55.35,22.34
2026-05-22T10:43:15,A,73.95,86.85,62.27,22.06,52.09,24.28
2026-05-22T10:43:30,A,73.02,87.46,63.75,21.17,49.88,23.58
2026-05-22T10:43:45,A,70.95,86.79,65.73,18.08,50.57,25.01
2026-05-22T10:44:00,A,72.49,90.55,62.81,20.02,58.61,22.33
2026-05-22T10:44:15,A,77.12,91.32,57.8,20.34,44.43,24.6
2026-05-22T10:44:30,A,75.6,91.1,60.44,18.68,47.86,25.19
2026-05-22T10:44:45,A,77.87,87.29,63.52,21.0,55.82,23.12
2026-05-22T10:45:00,A,74.24,90.69,61.94,19.68,47.38,24.88
2026-05-22T10:45:15,A,76.44,87.25,64.07,21.76,50.4,24.08
2026-05-22T10:45:30,A,76.11,83.54,62.63,17.66,54.51,23.67
2026-05-22T10:45:45,A,74.58,94.26,52.54,21.92,51.01,22.79
2026-05-22T10:46:00,A,72.85,86.54,63.41,20.51,47.19,24.22
2026-05-22T10:46:15,A,72.95,91.6,61.08,22.64,50.0,22.82
2026-05-22T10:46:30,A,75.9,96.26,56.96,19.46,51.25,23.95
2026-05-22T10:46:45,A,73.04,90.59,57.29,17.68,50.77,25.1
2026-05-22T10:47:00,A,75.95,86.72,62.5,21.37,45.36,25.59
2026-05-22T10:47:15,A,76.15,85.9,59.55,20.75,55.39,24.71
2026-05-22T10:47:30,A,74.51,86.92,63.69,18.55,54.89,23.72
2026-05-22T10:47:45,A,78.18,88.44,58.98,20.64,50.23,23.41
2026-05-22T10:48:00,A,74.67,91.37,57.06,18.27,44.94,22.21
2026-05-22T10:48:15,A,72.29,88.42,60.53,20.6,50.39,23.92
2026-05-22T10:48:30,A,72.61,84.95,56.93,19.58,47.11,24.51
2026-05-22T10:48:45,A,73.54,96.5,63.57,20.32,53.08,25.11
2026-05-22T10:49:00,A,73.87,92.58,60.42,17.63,47.59,23.93
2026-05-22T10:49:15,A,74.85,91.52,64.47,23.41,48.79,24.49
2026-05-22T10:49:30,A,76.14,91.31,52.4,21.02,50.38,23.78
2026-05-22T10:49:45,A,79.09,87.98,58.79,22.99,47.5,23.45
2026-05-22T10:50:00,A,74.71,86.12,58.4,19.09,49.77,24.43
2026-05-22T10:50:15,A,75.84,90.76,64.15,20.67,53.3,24.47
2026-05-22T10:50:30,A,77.69,96.82,62.67,20.86,46.17,22.71
2026-05-22T10:50:45,A,75.59,90.42,64.77,21.04,46.58,23.89
2026-05-22T10:51:00,A,73.39,88.57,56.23,19.81,48.32,21.07
2026-05-22T10:51:15,A,79.11,90.06,56.49,22.54,55.69,24.16
2026-05-22T10:51:30,A,77.05,90.53,55.99,19.38,50.4,23.55
2026-05-22T10:51:45,A,74.56,90.16,56.82,18.92,46.15,24.98
2026-05-22T10:52:00,A,70.79,93.46,64.16,19.55,42.19,23.64
2026-05-22T10:52:15,A,74.87,94.59,61.99,18.61,45.21,23.67
2026-05-22T10:52:30,A,74.57,91.53,65.81,21.22,49.86,23.82
2026-05-22T10:52:45,A,74.29,90.14,60.15,19.25,45.88,24.32
2026-05-22T10:53:00,A,74.88,93.66,57.37,22.57,44.76,24.43
2026-05-22T10:53:15,A,75.95,87.61,61.27,21.92,43.35,24.5
2026-05-22T10:53:30,A,70.01,87.1,64.89,19.13,46.48,23.8
2026-05-22T10:53:45,A,79.14,94.49,65.57,19.84,46.28,26.1
2026-05-22T10:54:00,A,78.19,89.85,59.52,20.5,54.35,24.88
2026-05-22T10:54:15,A,72.85,92.06,64.4,18.33,49.89,23.47
2026-05-22T10:54:30,A,71.86,84.48,59.9,20.96,50.37,23.89
2026-05-22T10:54:45,A,72.4,83.43,63.58,21.44,50.15,24.23
2026-05-22T10:55:00,A,77.15,89.11,63.94,20.48,50.58,22.73
2026-05-22T10:55:15,A,75.57,87.55,56.8,23.19,53.99,25.92
2026-05-22T10:55:30,A,72.55,90.21,56.12,18.96,47.25,25.24
2026-05-22T10:55:45,A,74.21,93.21,61.81,23.46,45.56,25.26
2026-05-22T10:56:00,A,77.29,87.08,63.02,20.5,49.32,23.18
2026-05-22T10:56:15,A,73.56,96.15,60.0,21.17,47.63,23.22
2026-05-22T10:56:30,A,77.16,90.1,60.33,19.73,51.19,24.69
2026-05-22T10:56:45,A,76.47,87.04,59.15,21.79,52.68,22.63
2026-05-22T10:57:00,A,75.7,95.69,57.16,18.75,52.29,22.46
2026-05-22T10:57:15,A,73.73,89.29,62.23,20.63,50.8,23.66
2026-05-22T10:57:30,A,75.74,88.51,59.45,18.52,49.89,23.19
2026-05-22T10:57:45,A,72.77,92.35,58.71,20.61,51.65,24.44
2026-05-22T10:58:00,A,73.35,90.02,53.74,20.24,56.64,23.64
2026-05-22T10:58:15,A,73.54,93.58,56.23,21.1,51.77,23.86
2026-05-22T10:58:30,A,75.68,93.09,62.62,18.29,52.46,23.94
2026-05-22T10:58:45,A,75.15,93.58,59.75,18.32,48.82,24.18
2026-05-22T10:59:00,A,77.46,97.46,60.79,21.91,49.54,24.53
2026-05-22T10:59:15,A,76.68,93.65,63.17,21.31,49.05,23.43
2026-05-22T10:59:30,A,75.67,93.2,64.36,18.63,47.49,23.86
2026-05-22T10:59:45,A,75.62,91.27,60.12,17.85,46.05,24.28
2026-05-22T11:00:00,A,70.73,99.73,66.92,19.73,49.68,25.0
2026-05-22T11:00:15,A,78.41,88.13,61.75,20.75,53.21,22.8
2026-05-22T11:00:30,A,70.37,83.94,60.44,21.19,49.63,23.54
2026-05-22T11:00:45,A,74.68,87.86,61.56,20.48,50.5,23.0
2026-05-22T11:01:00,A,74.64,94.29,55.58,19.12,50.99,25.25
2026-05-22T11:01:15,A,74.1,90.31,66.13,20.42,49.93,24.32
2026-05-22T11:01:30,A,74.98,90.68,60.05,18.54,53.91,24.66
2026-05-22T11:01:45,A,73.89,87.65,57.72,17.34,51.41,22.17
2026-05-22T11:02:00,A,72.54,83.77,59.74,19.77,49.02,22.96
2026-05-22T11:02:15,A,72.66,90.95,57.34,20.27,53.91,24.59
2026-05-22T11:02:30,A,74.18,90.02,59.02,19.75,50.64,23.01
2026-05-22T11:02:45,A,72.97,86.35,60.48,18.66,51.54,24.03
2026-05-22T11:03:00,A,71.06,87.02,61.26,18.72,50.29,22.74
2026-05-22T11:03:15,A,71.41,88.85,59.63,19.4,46.45,23.6
2026-05-22T11:03:30,A,75.54,87.99,63.52,18.24,51.46,25.18
2026-05-22T11:03:45,A,75.96,93.11,55.73,18.54,48.81,25.24
2026-05-22T11:04:00,A,75.76,88.16,57.87,21.47,45.88,25.61
2026-05-22T11:04:15,A,76.66,89.55,55.7,19.21,51.48,25.3
2026-05-22T11:04:30,A,72.79,88.9,59.55,17.91,51.77,23.28
2026-05-22T11:04:45,A,74.61,89.98,59.35,19.44,47.81,24.32
2026-05-22T11:05:00,A,78.31,85.83,60.47,18.35,45.57,23.26
2026-05-22T11:05:15,A,77.38,92.85,60.73,17.7,49.41,24.3
2026-05-22T11:05:30,A,75.35,89.81,61.61,16.71,49.51,24.14
2026-05-22T11:05:45,A,76.7,87.6,54.28,19.41,53.0,25.39
2026-05-22T11:06:00,A,76.42,88.33,59.61,22.5,47.17,25.61
2026-05-22T11:06:15,A,74.36,91.76,57.79,17.88,50.66,25.01
2026-05-22T11:06:30,A,73.31,89.74,61.64,21.42,49.82,25.86
2026-05-22T11:06:45,A,75.45,89.21,58.99,21.44,51.39,22.82
2026-05-22T11:07:00,A,75.34,92.66,62.28,20.09,51.16,25.25
2026-05-22T11:07:15,A,72.33,88.95,57.68,20.57,53.69,23.4
2026-05-22T11:07:30,A,70.22,91.61,61.28,19.58,46.16,24.52
2026-05-22T11:07:45,A,73.33,88.26,58.17,19.86,49.28,25.12
2026-05-22T11:08:00,A,75.37,90.15,62.31,19.09,51.09,24.31
2026-05-22T11:08:15,A,71.22,88.81,56.69,20.52,50.26,24.36
2026-05-22T11:08:30,A,75.38,91.7,56.85,22.04,54.92,27.15
2026-05-22T11:08:45,A,72.75,91.66,58.36,22.89,47.68,22.31
2026-05-22T11:09:00,A,74.06,83.8,60.09,16.88,49.04,25.64
2026-05-22T11:09:15,A,75.72,90.05,61.42,17.95,51.78,21.3
2026-05-22T11:09:30,A,73.74,88.54,61.9,20.03,45.78,23.02
2026-05-22T11:09:45,A,75.4,89.76,58.26,19.28,52.09,23.48
2026-05-22T11:10:00,A,74.82,84.44,62.35,18.98,49.05,23.22
2026-05-22T11:10:15,A,74.48,94.8,62.41,21.29,45.75,22.85
2026-05-22T11:10:30,A,69.32,91.55,59.34,19.97,47.93,24.2
2026-05-22T11:10:45,A,76.53,92.8,58.75,21.05,58.44,23.9
2026-05-22T11:11:00,A,75.79,91.38,60.58,18.47,50.62,25.46
2026-05-22T11:11:15,A,75.9,92.25,60.84,18.57,50.96,23.01
2026-05-22T11:11:30,A,73.73,86.43,63.16,20.86,47.89,22.46
2026-05-22T11:11:45,A,74.71,88.91,53.98,19.42,49.08,24.63
2026-05-22T11:12:00,A,73.6,93.93,59.33,21.29,50.24,25.14
2026-05-22T11:12:15,A,74.23,86.7,64.26,19.83,50.66,25.23
2026-05-22T11:12:30,A,72.94,91.79,58.23,19.8,50.22,22.5
2026-05-22T11:12:45,A,73.44,94.05,62.66,19.91,50.73,23.71
2026-05-22T11:13:00,A,77.71,93.44,57.67,22.34,45.41,25.63
2026-05-22T11:13:15,A,74.25,89.27,54.33,19.32,46.88,23.39
2026-05-22T11:13:30,A,74.73,90.92,56.71,18.68,55.4,23.26
2026-05-22T11:13:45,A,78.31,93.21,63.82,19.83,48.84,23.94
2026-05-22T11:14:00,A,75.68,91.86,64.92,20.57,50.93,22.48
2026-05-22T11:14:15,A,69.74,88.46,60.73,19.91,53.38,24.09
2026-05-22T11:14:30,A,73.51,91.58,58.57,19.03,50.25,24.01
2026-05-22T11:14:45,A,75.96,88.7,62.38,19.55,49.26,24.99
2026-05-22T11:15:00,A,73.58,88.55,57.1,19.74,51.47,23.99
2026-05-22T11:15:15,A,75.61,95.44,58.97,20.42,48.47,23.15
2026-05-22T11:15:30,A,73.83,88.56,61.08,23.52,47.85,23.58
2026-05-22T11:15:45,A,74.87,91.19,60.79,21.93,42.72,21.61
2026-05-22T11:16:00,A,74.01,93.29,55.3,15.49,51.71,24.24
2026-05-22T11:16:15,A,72.82,90.33,58.12,20.74,41.44,23.14
2026-05-22T11:16:30,A,72.75,92.39,54.42,20.07,51.68,25.86
2026-05-22T11:16:45,A,74.04,90.97,54.59,16.41,52.53,23.99
2026-05-22T11:17:00,A,77.36,95.61,61.26,20.41,50.03,22.43
2026-05-22T11:17:15,A,77.71,85.31,56.46,22.15,48.96,25.45
2026-05-22T11:17:30,A,74.84,88.23,62.1,20.04,45.37,24.16
2026-05-22T11:17:45,A,79.39,93.23,60.63,20.31,46.73,24.23
2026-05-22T11:18:00,A,77.07,89.72,57.34,21.5,49.14,24.76
2026-05-22T11:18:15,A,74.42,90.87,54.01,18.32,52.79,23.87
2026-05-22T11:18:30,A,73.95,83.93,59.7,19.1,47.1,23.93
2026-05-22T11:18:45,A,75.73,93.48,62.92,18.83,50.61,23.54
2026-05-22T11:19:00,A,75.37,91.53,58.71,17.77,49.37,25.21
2026-05-22T11:19:15,A,71.95,87.05,57.62,19.36,45.9,23.03
2026-05-22T11:19:30,A,76.41,88.11,62.2,19.7,48.61,24.04
2026-05-22T11:19:45,A,71.51,88.77,63.02,18.31,53.38,24.15
2026-05-22T11:20:00,A,74.33,88.92,57.71,21.55,48.21,24.9
2026-05-22T11:20:15,A,76.36,90.05,60.6,20.71,48.06,22.34
2026-05-22T11:20:30,A,76.01,88.79,65.85,21.54,48.04,24.03
2026-05-22T11:20:45,A,73.12,85.86,60.14,19.63,44.98,24.4
2026-05-22T11:21:00,A,76.43,87.88,60.92,18.76,50.83,25.2
2026-05-22T11:21:15,A,73.95,85.83,60.67,17.39,48.36,22.91
2026-05-22T11:21:30,A,75.27,87.84,60.89,18.84,50.47,24.18
2026-05-22T11:21:45,A,73.79,84.41,55.7,20.22,51.76,24.51
2026-05-22T11:22:00,A,76.64,83.04,57.3,18.55,53.24,24.94
2026-05-22T11:22:15,A,75.97,82.82,61.05,19.81,52.54,23.88
2026-05-22T11:22:30,A,74.23,82.94,56.82,16.25,50.6,24.61
2026-05-22T11:22:45,A,74.3,83.67,56.74,21.88,52.84,23.1
2026-05-22T11:23:00,A,72.73,81.12,54.66,16.65,50.68,23.44
2026-05-22T11:23:15,A,77.35,80.56,61.5,17.96,50.67,24.55
2026-05-22T11:23:30,A,76.36,79.44,57.37,20.15,51.44,25.5
2026-05-22T11:23:45,A,77.3,80.77,60.87,18.26,46.0,22.45
2026-05-22T11:24:00,A,76.32,80.65,62.53,21.74,48.26,22.84
2026-05-22T11:24:15,A,76.7,78.21,61.16,20.48,53.85,25.29
2026-05-22T11:24:30,A,76.09,78.16,55.82,21.58,46.42,24.29
2026-05-22T11:24:45,A,74.93,77.12,58.27,21.32,50.0,24.4
2026-05-22T11:25:00,A,73.08,77.68,57.58,21.62,43.49,22.81
2026-05-22T11:25:15,A,73.08,73.72,61.24,19.68,51.14,24.69
2026-05-22T11:25:30,A,75.53,74.53,56.44,21.59,48.23,23.06
2026-05-22T11:25:45,A,74.64,73.48,61.03,20.52,47.31,23.51
2026-05-22T11:26:00,A,77.15,74.34,55.84,21.15,49.84,23.45
2026-05-22T11:26:15,A,76.0,73.24,58.09,20.33,49.09,23.78
2026-05-22T11:26:30,A,76.53,71.2,61.11,20.88,49.7,23.94
2026-05-22T11:26:45,A,77.79,71.97,57.1,19.88,49.1,22.99
2026-05-22T11:27:00,A,75.72,72.12,57.31,20.33,52.38,23.43
2026-05-22T11:27:15,A,76.7,71.15,60.04,19.11,49.1,24.81
2026-05-22T11:27:30,A,73.83,70.82,58.3,21.25,50.63,23.02
2026-05-22T11:27:45,A,74.62,69.32,62.76,19.31,46.76,23.39
2026-05-22T11:28:00,A,75.39,67.76,59.17,21.94,51.27,25.31
2026-05-22T11:28:15,A,78.27,65.81,59.24,19.48,51.47,24.69
2026-05-22T11:28:30,A,73.32,65.69,60.17,19.54,53.44,21.16
2026-05-22T11:28:45,A,74.09,64.61,62.32,20.53,53.78,23.33
2026-05-22T11:29:00,A,73.53,64.26,61.16,21.26,47.96,21.09
2026-05-22T11:29:15,A,70.97,64.91,60.39,19.66,54.17,24.64
2026-05-22T11:29:30,A,78.23,63.17,59.25,20.94,50.14,24.62
2026-05-22T11:29:45,A,74.37,62.95,57.59,22.22,49.15,23.43
2026-05-22T11:30:00,A,74.06,63.67,57.43,20.05,51.96,22.37
2026-05-22T11:30:15,A,75.96,63.23,57.11,21.04,53.32,24.86
2026-05-22T11:30:30,A,75.5,60.95,56.89,21.0,47.61,23.05
2026-05-22T11:30:45,A,74.83,63.43,61.58,19.71,49.41,24.51
2026-05-22T11:31:00,A,77.55,59.83,62.0,20.87,51.73,23.87
2026-05-22T11:31:15,A,76.91,61.09,61.78,20.61,51.07,24.08
2026-05-22T11:31:30,A,74.92,63.78,62.17,20.17,53.02,24.52
2026-05-22T11:31:45,A,74.84,62.32,58.53,22.39,50.06,22.81
2026-05-22T11:32:00,A,74.9,63.44,57.63,20.05,45.9,24.7
2026-05-22T11:32:15,A,75.0,64.41,59.14,20.21,46.74,23.13
2026-05-22T11:32:30,A,75.2,61.39,58.4,20.44,45.51,25.28
2026-05-22T11:32:45,A,72.46,63.01,61.15,18.51,50.75,22.82
2026-05-22T11:33:00,A,74.49,60.54,61.94,20.03,43.04,24.78
2026-05-22T11:33:15,A,72.81,62.42,60.87,17.46,47.06,26.76
2026-05-22T11:33:30,A,74.39,61.74,59.2,19.4,49.66,24.26
2026-05-22T11:33:45,A,75.97,58.92,62.22,20.76,49.83,22.6
2026-05-22T11:34:00,A,73.58,62.98,64.28,19.37,52.27,22.09
2026-05-22T11:34:15,A,75.61,63.98,57.38,20.94,49.16,23.84
2026-05-22T11:34:30,A,74.63,62.36,60.25,21.2,52.77,22.95
2026-05-22T11:34:45,A,76.74,62.88,61.86,17.13,50.28,23.53
2026-05-22T11:35:00,A,73.48,62.11,62.06,19.79,53.5,24.53
2026-05-22T11:35:15,A,73.88,59.84,67.65,20.8,50.45,25.18
2026-05-22T11:35:30,A,79.69,63.88,60.39,19.79,48.57,23.17
2026-05-22T11:35:45,A,74.85,63.59,59.89,20.22,48.43,27.08
2026-05-22T11:36:00,A,77.72,62.85,55.98,20.65,47.96,24.97
2026-05-22T11:36:15,A,76.99,63.48,61.43,20.95,48.58,23.23
2026-05-22T11:36:30,A,78.22,63.58,58.29,19.81,46.81,23.99
2026-05-22T11:36:45,A,76.34,64.87,56.95,18.46,48.88,24.64
2026-05-22T11:37:00,A,76.86,64.91,58.45,21.99,52.48,24.16
2026-05-22T11:37:15,A,77.13,67.55,63.88,22.5,50.92,24.59
2026-05-22T11:37:30,A,77.83,66.91,56.13,19.79,53.29,21.81
2026-05-22T11:37:45,A,74.08,67.14,63.69,21.47,45.8,24.59
2026-05-22T11:38:00,A,74.59,68.64,57.78,18.0,48.84,24.43
2026-05-22T11:38:15,A,76.58,68.39,55.83,19.71,53.18,23.95
2026-05-22T11:38:30,A,76.01,68.84,58.03,19.65,47.18,25.12
2026-05-22T11:38:45,A,78.06,67.99,53.74,17.79,45.88,25.38
2026-05-22T11:39:00,A,75.23,70.35,60.86,19.78,51.69,25.64
2026-05-22T11:39:15,A,75.39,67.83,62.05,19.83,51.7,23.34
2026-05-22T11:39:30,A,74.9,73.51,62.42,18.73,48.73,23.55
2026-05-22T11:39:45,A,76.47,71.92,61.46,18.9,49.58,25.6
2026-05-22T11:40:00,A,76.47,70.82,53.69,23.06,50.47,24.4
2026-05-22T11:40:15,A,74.63,74.08,56.3,18.45,48.68,25.29
2026-05-22T11:40:30,A,75.03,72.81,62.15,23.59,56.56,23.31
2026-05-22T11:40:45,A,76.0,72.56,57.56,21.24,53.21,21.93
2026-05-22T11:41:00,A,74.96,73.55,61.02,19.59,46.35,22.88
2026-05-22T11:41:15,A,74.72,73.36,63.14,19.5,45.98,24.74
2026-05-22T11:41:30,A,74.59,74.42,56.46,19.67,51.83,22.44
2026-05-22T11:41:45,A,75.08,74.93,64.43,18.51,50.41,24.08
2026-05-22T11:42:00,A,72.86,77.39,59.95,20.76,50.25,23.29
2026-05-22T11:42:15,A,71.36,74.14,65.11,19.83,48.96,24.89
2026-05-22T11:42:30,A,72.76,76.07,63.09,20.75,50.74,24.08
2026-05-22T11:42:45,A,72.94,75.39,60.24,19.28,57.62,23.96
2026-05-22T11:43:00,A,72.19,76.34,55.25,21.23,45.86,23.56
2026-05-22T11:43:15,A,74.48,78.09,57.95,19.59,49.96,24.15
2026-05-22T11:43:30,A,75.2,78.32,55.25,20.08,51.44,24.73
2026-05-22T11:43:45,A,73.62,77.76,61.61,21.55,48.78,24.91
2026-05-22T11:44:00,A,75.25,78.59,62.24,20.49,56.83,23.15
2026-05-22T11:44:15,A,73.26,79.4,68.75,19.72,46.61,24.27
2026-05-22T11:44:30,A,70.85,80.71,58.49,19.77,47.7,22.87
2026-05-22T11:44:45,A,74.17,80.75,65.4,18.05,44.44,23.88
2026-05-22T11:45:00,A,75.03,80.22,59.4,20.55,53.12,22.04
2026-05-22T11:45:15,A,74.26,80.22,65.19,19.05,49.88,24.56
2026-05-22T11:45:30,A,73.82,81.26,57.46,21.39,49.01,23.49
2026-05-22T11:45:45,A,79.76,83.23,58.48,18.46,50.19,24.11
2026-05-22T11:46:00,A,72.84,83.04,60.87,19.24,48.46,22.8
2026-05-22T11:46:15,A,74.55,85.94,56.78,19.36,51.25,24.6
2026-05-22T11:46:30,A,76.92,83.21,60.92,23.1,45.81,25.2
2026-05-22T11:46:45,A,74.8,84.68,61.96,21.46,49.96,23.4
2026-05-22T11:47:00,A,71.88,84.82,57.1,19.19,48.6,22.52
2026-05-22T11:47:15,A,74.18,83.24,66.07,21.88,47.66,24.27
2026-05-22T11:47:30,A,75.83,84.79,55.99,21.09,53.87,26.59
2026-05-22T11:47:45,A,74.18,84.33,56.21,18.84,50.24,23.36
2026-05-22T11:48:00,A,76.32,86.68,56.35,22.05,48.18,24.91
2026-05-22T11:48:15,A,72.01,88.06,59.49,20.12,52.28,24.7
2026-05-22T11:48:30,A,75.56,87.75,59.23,21.62,49.61,23.15
2026-05-22T11:48:45,A,74.46,86.86,60.57,19.01,49.22,22.49
2026-05-22T11:49:00,A,74.56,86.93,63.25,20.32,50.6,23.99
2026-05-22T11:49:15,A,75.95,88.06,59.24,20.38,53.58,23.23
2026-05-22T11:49:30,A,74.0,89.84,56.84,20.64,44.89,23.44
2026-05-22T11:49:45,A,74.45,87.53,60.1,20.92,51.13,24.17
2026-05-22T11:50:00,A,77.32,89.1,54.58,19.59,49.86,24.11
2026-05-22T11:50:15,A,74.62,85.51,64.09,19.54,48.53,25.59
2026-05-22T11:50:30,A,72.81,89.8,61.29,21.11,57.72,21.75
2026-05-22T11:50:45,A,76.22,88.33,58.24,19.07,47.27,25.68
2026-05-22T11:51:00,A,76.68,90.07,64.05,17.73,46.01,21.82
2026-05-22T11:51:15,A,75.21,90.45,55.77,21.2,50.72,24.73
2026-05-22T11:51:30,A,71.21,90.93,56.44,19.4,51.6,24.09
2026-05-22T11:51:45,A,71.94,93.45,59.38,21.68,48.42,23.48
2026-05-22T11:52:00,A,73.58,91.93,58.85,17.04,48.29,22.82
2026-05-22T11:52:15,A,76.85,89.73,59.47,20.98,52.89,23.98
2026-05-22T11:52:30,A,73.46,84.68,57.94,19.07,50.32,23.65
2026-05-22T11:52:45,A,76.38,88.16,59.83,21.78,51.03,23.94
2026-05-22T11:53:00,A,73.3,88.38,62.27,19.67,45.95,25.77
2026-05-22T11:53:15,A,75.64,85.78,58.67,20.17,55.11,22.89
2026-05-22T11:53:30,A,73.74,89.17,56.89,19.69,49.89,24.66
2026-05-22T11:53:45,A,71.07,89.94,60.88,20.37,49.02,24.12
2026-05-22T11:54:00,A,74.25,88.5,59.49,22.46,49.45,23.98
2026-05-22T11:54:15,A,78.92,91.35,60.25,20.06,42.85,24.75
2026-05-22T11:54:30,A,73.58,88.85,58.77,21.53,48.86,26.08
2026-05-22T11:54:45,A,74.74,88.04,53.42,22.4,52.11,24.53
2026-05-22T11:55:00,A,75.33,85.85,58.55,21.26,46.85,21.47
2026-05-22T11:55:15,A,74.55,89.57,60.41,21.09,51.91,24.26
2026-05-22T11:55:30,A,76.01,91.88,56.28,17.75,47.76,23.34
2026-05-22T11:55:45,A,73.29,88.17,63.36,20.02,49.46,23.89
2026-05-22T11:56:00,A,77.63,90.63,59.52,23.75,46.83,23.65
2026-05-22T11:56:15,A,78.38,95.01,63.67,19.7,48.9,22.33
2026-05-22T11:56:30,A,74.02,93.98,57.08,20.61,49.48,24.64
2026-05-22T11:56:45,A,74.87,85.65,60.23,21.57,49.91,24.78
2026-05-22T11:57:00,A,73.75,92.24,60.09,21.04,53.26,24.69
2026-05-22T11:57:15,A,74.99,88.4,58.97,19.44,47.06,22.04
2026-05-22T11:57:30,A,72.3,90.05,65.7,21.53,54.93,24.39
2026-05-22T11:57:45,A,73.71,81.78,63.56,22.31,48.34,23.75
2026-05-22T11:58:00,A,73.49,91.15,63.37,17.39,51.23,23.72
