inspected_at,line_id,verdict,defect_type,confidence
2026-05-22T11:30:30,A,ok,,0.936
2026-05-22T11:30:45,A,defect,bubble,0.937
2026-05-22T11:31:00,A,ok,,0.974
2026-05-22T11:31:15,A,defect,bubble,0.871
2026-05-22T11:31:30,A,defect,bubble,0.926
2026-05-22T11:31:45,A,ok,,0.932
2026-05-22T11:32:00,A,ok,,0.977
2026-05-22T11:32:15,A,ok,,0.98
2026-05-22T11:32:30,A,ok,,0.936
2026-05-22T11:32:45,A,ok,,0.973
2026-05-22T11:33:00,A,ok,,0.955
2026-05-22T11:33:15,A,ok,,0.976
2026-05-22T11:33:30,A,defect,bubble,0.914
2026-05-22T11:33:45,A,ok,,0.952
2026-05-22T11:34:00,A,ok,,0.972
2026-05-22T11:34:15,A,ok,,0.926
2026-05-22T11:34:30,A,ok,,0.989
2026-05-22T11:34:45,A,ok,,0.973
2026-05-22T11:35:00,A,ok,,0.945
2026-05-22T11:35:15,A,defect,bubble,0.859
2026-05-22T11:35:30,A,ok,,0.946
2026-05-22T11:35:45,A,ok,,0.932
2026-05-22T11:36:00,A,defect,bubble,0.87
2026-05-22T11:36:15,A,ok,,0.966
2026-05-22T11:36:30,A,ok,,0.945
2026-05-22T11:36:45,A,ok,,0.946
2026-05-22T11:37:00,A,ok,,0.932
2026-05-22T11:37:15,A,ok,,0.976
2026-05-22T11:37:30,A,ok,,0.966
2026-05-22T11:37:45,A,defect,bubble,0.927
2026-05-22T11:38:00,A,ok,,0.959
2026-05-22T11:38:15,A,defect,bubble,0.905
2026-05-22T11:38:30,A,ok,,0.951
2026-05-22T11:38:45,A,ok,,0.957
2026-05-22T11:39:00,A,ok,,0.922
2026-05-22T11:39:15,A,defect,bubble,0.95
2026-05-22T11:39:30,A,ok,,0.94
2026-05-22T11:39:45,A,defect,bubble,0.923
2026-05-22T11:40:00,A,defect,bubble,0.915
2026-05-22T11:40:15,A,ok,,0.944
2026-05-22T11:40:30,A,ok,,0.972
2026-05-22T11:40:45,A,ok,,0.98
2026-05-22T11:41:00,A,ok,,0.986
2026-05-22T11:41:15,A,ok,,0.955
2026-05-22T11:41:30,A,ok,,0.986
2026-05-22T11:41:45,A,ok,,0.921
2026-05-22T11:42:00,A,ok,,0.99
2026-05-22T11:42:15,A,ok,,0.939
2026-05-22T11:42:30,A,ok,,0.985
2026-05-22T11:42:45,A,ok,,0.947
2026-05-22T11:43:00,A,ok,,0.929
2026-05-22T11:43:15,A,ok,,0.968
2026-05-22T11:43:30,A,ok,,0.931
2026-05-22T11:43:45,A,ok,,0.921
2026-05-22T11:44:00,A,ok,,0.976
2026-05-22T11:44:15,A,ok,,0.921
2026-05-22T11:44:30,A,ok,,0.96
2026-05-22T11:44:45,A,defect,bubble,0.973
2026-05-22T11:45:00,A,ok,,0.986
2026-05-22T11:45:15,A,ok,,0.941
2026-05-22T11:45:30,A,ok,,0.961
2026-05-22T11:45:45,A,ok,,0.942
2026-05-22T11:46:00,A,ok,,0.971
2026-05-22T11:46:15,A,ok,,0.969
2026-05-22T11:46:30,A,ok,,0.961
2026-05-22T11:46:45,A,ok,,0.983
2026-05-22T11:47:00,A,ok,,0.942
2026-05-22T11:47:15,A,ok,,0.972
2026-05-22T11:47:30,A,ok,,0.936
2026-05-22T11:47:45,A,ok,,0.976
2026-05-22T11:48:00,A,ok,,0.972
2026-05-22T11:48:15,A,ok,,0.936
2026-05-22T11:48:30,A,ok,,0.94
2026-05-22T11:48:45,A,ok,,0.944
2026-05-22T11:49:00,A,ok,,0.925
2026-05-22T11:49:15,A,ok,,0.94
2026-05-22T11:49:30,A,ok,,0.952
2026-05-22T11:49:45,A,ok,,0.941
2026-05-22T11:50:00,A,ok,,0.957
2026-05-22T11:50:15,A,ok,,0.942
2026-05-22T11:50:30,A,ok,,0.988
2026-05-22T11:50:45,A,ok,,0.926
2026-05-22T11:51:00,A,ok,,0.925
2026-05-22T11:51:15,A,ok,,0.984
2026-05-22T11:51:30,A,ok,,0.926
2026-05-22T11:51:45,A,ok,,0.939
2026-05-22T11:52:00,A,ok,,0.956
2026-05-22T11:52:15,A,ok,,0.92
2026-05-22T11:52:30,A,ok,,0.924
2026-05-22T11:52:45,A,ok,,0.935
2026-05-22T11:53:00,A,ok,,0.923
2026-05-22T11:53:15,A,ok,,0.965
2026-05-22T11:53:30,A,ok,,0.974
2026-05-22T11:53:45,A,ok,,0.973
2026-05-22T11:54:00,A,ok,,0.945
2026-05-22T11:54:15,A,ok,,0.965
2026-05-22T11:54:30,A,ok,,0.962
2026-05-22T11:54:45,A,ok,,0.923
2026-05-22T11:55:00,A,ok,,0.922
2026-05-22T11:55:15,A,ok,,0.964
2026-05-22T11:55:30,A,ok,,0.976
2026-05-22T11:55:45,A,ok,,0.972
2026-05-22T11:56:00,A,ok,,0.94
2026-05-22T11:56:15,A,ok,,0.966
2026-05-22T11:56:30,A,ok,,0.921
2026-05-22T11:56:45,A,ok,,0.928
2026-05-22T11:57:00,A,ok,,0.962
2026-05-22T11:57:15,A,ok,,0.925
2026-05-22T11:57:30,A,ok,,0.974
2026-05-22T11:57:45,A,ok,,0.985
2026-05-22T11:58:00,A,defect,scratch,0.878
2026-05-22T11:58:15,A,ok,,0.984
2026-05-22T11:58:30,A,ok,,0.929
2026-05-22T11:58:45,A,ok,,0.986
2026-05-22T11:59:00,A,ok,,0.964
2026-05-22T11:59:15,A,ok,,0.935
2026-05-22T11:59:30,A,ok,,0.952
2026-05-22T11:59:45,A,ok,,0.924
2026-05-22T12:00:00,A,ok,,0.972
2026-05-22T12:00:15,A,ok,,0.974
2026-05-22T12:00:30,A,ok,,0.932
2026-05-22T12:00:45,A,ok,,0.928
2026-05-22T12:01:00,A,ok,,0.956
2026-05-22T12:01:15,A,ok,,0.988
2026-05-22T12:01:30,A,ok,,0.953
2026-05-22T12:01:45,A,ok,,0.923
2026-05-22T12:02:00,A,ok,,0.959
2026-05-22T12:02:15,A,ok,,0.945
2026-05-22T12:02:30,A,ok,,0.927
2026-05-22T12:02:45,A,ok,,0.955
2026-05-22T12:03:00,A,ok,,0.988
2026-05-22T12:03:15,A,ok,,0.982
2026-05-22T12:03:30,A,ok,,0.989
2026-05-22T12:03:45,A,ok,,0.969
2026-05-22T12:04:00,A,ok,,0.956
2026-05-22T12:04:15,A,ok,,0.954
2026-05-22T12:04:30,A,ok,,0.923
2026-05-22T12:04:45,A,ok,,0.952
2026-05-22T12:05:00,A,ok,,0.983
2026-05-22T12:05:15,A,ok,,0.926
2026-05-22T12:05:30,A,ok,,0.988
2026-05-22T12:05:45,A,ok,,0.924
2026-05-22T12:06:00,A,ok,,0.935
2026-05-22T12:06:15,A,ok,,0.958
2026-05-22T12:06:30,A,ok,,0.949
2026-05-22T12:06:45,A,ok,,0.952
2026-05-22T12:07:00,A,ok,,0.925
2026-05-22T12:07:15,A,ok,,0.928
2026-05-22T12:07:30,A,ok,,0.938
2026-05-22T12:07:45,A,ok,,0.966
2026-05-22T12:08:00,A,ok,,0.921
2026-05-22T12:08:15,A,ok,,0.968
2026-05-22T12:08:30,A,ok,,0.96
2026-05-22T12:08:45,A,ok,,0.943
2026-05-22T12:09:00,A,ok,,0.924
2026-05-22T12:09:15,A,ok,,0.958
2026-05-22T12:09:30,A,ok,,0.945
2026-05-22T12:09:45,A,ok,,0.969
2026-05-22T12:10:00,A,ok,,0.956
2026-05-22T12:10:15,A,ok,,0.983
2026-05-22T12:10:30,A,ok,,0.969
2026-05-22T12:10:45,A,ok,,0.925
2026-05-22T12:11:00,A,ok,,0.983
2026-05-22T12:11:15,A,ok,,0.933
2026-05-22T12:11:30,A,ok,,0.951
2026-05-22T12:11:45,A,ok,,0.951
2026-05-22T12:12:00,A,ok,,0.964
2026-05-22T12:12:15,A,ok,,0.934
2026-05-22T12:12:30,A,ok,,0.965
2026-05-22T12:12:45,A,ok,,0.968
2026-05-22T12:13:00,A,ok,,0.96
2026-05-22T12:13:15,A,ok,,0.942
2026-05-22T12:13:30,A,ok,,0.968
2026-05-22T12:13:45,A,ok,,0.979
2026-05-22T12:14:00,A,ok,,0.985
2026-05-22T12:14:15,A,defect,scratch,0.963
2026-05-22T12:14:30,A,ok,,0.941
2026-05-22T12:14:45,A,ok,,0.968
2026-05-22T12:15:00,A,ok,,0.934
2026-05-22T12:15:15,A,ok,,0.946
2026-05-22T12:15:30,A,ok,,0.922
2026-05-22T12:15:45,A,ok,,0.921
2026-05-22T12:16:00,A,ok,,0.935
2026-05-22T12:16:15,A,ok,,0.921
2026-05-22T12:16:30,A,ok,,0.947
2026-05-22T12:16:45,A,ok,,0.927
2026-05-22T12:17:00,A,ok,,0.968
2026-05-22T12:17:15,A,ok,,0.963
2026-05-22T12:17:30,A,ok,,0.949
2026-05-22T12:17:45,A,ok,,0.921
2026-05-22T12:18:00,A,ok,,0.952
2026-05-22T12:18:15,A,ok,,0.955
2026-05-22T12:18:30,A,ok,,0.982
2026-05-22T12:18:45,A,ok,,0.954
2026-05-22T12:19:00,A,ok,,0.949
2026-05-22T12:19:15,A,ok,,0.944
2026-05-22T12:19:30,A,ok,,0.965
2026-05-22T12:19:45,A,ok,,0.924
2026-05-22T12:20:00,A,ok,,0.923
2026-05-22T12:20:15,A,ok,,0.922
2026-05-22T12:20:30,A,ok,,0.97
2026-05-22T12:20:45,A,ok,,0.952
2026-05-22T12:21:00,A,ok,,0.939
2026-05-22T12:21:15,A,ok,,0.938
2026-05-22T12:21:30,A,ok,,0.974
2026-05-22T12:21:45,A,ok,,0.949
2026-05-22T12:22:00,A,ok,,0.965
2026-05-22T12:22:15,A,ok,,0.988
2026-05-22T12:22:30,A,ok,,0.948
2026-05-22T12:22:45,A,ok,,0.932
2026-05-22T12:23:00,A,ok,,0.968
2026-05-22T12:23:15,A,ok,,0.93
2026-05-22T12:23:30,A,ok,,0.988
2026-05-22T12:23:45,A,ok,,0.962
2026-05-22T12:24:00,A,ok,,0.966
2026-05-22T12:24:15,A,ok,,0.964
2026-05-22T12:24:30,A,ok,,0.946
2026-05-22T12:24:45,A,ok,,0.969
2026-05-22T12:25:00,A,ok,,0.978
2026-05-22T12:25:15,A,ok,,0.929
2026-05-22T12:25:30,A,ok,,0.934
2026-05-22T12:25:45,A,ok,,0.971
2026-05-22T12:26:00,A,ok,,0.935
2026-05-22T12:26:15,A,ok,,0.949
2026-05-22T12:26:30,A,ok,,0.973
2026-05-22T12:26:45,A,ok,,0.971
2026-05-22T12:27:00,A,ok,,0.957
2026-05-22T12:27:15,A,ok,,0.975
2026-05-22T12:27:30,A,ok,,0.967
2026-05-22T12:27:45,A,ok,,0.933
2026-05-22T12:28:00,A,ok,,0.961
2026-05-22T12:28:15,A,ok,,0.988
2026-05-22T12:28:30,A,ok,,0.956
2026-05-22T12:28:45,A,ok,,0.935
2026-05-22T12:29:00,A,ok,,0.962
2026-05-22T12:29:15,A,ok,,0.969
2026-05-22T12:29:30,A,ok,,0.95
2026-05-22T12:29:45,A,ok,,0.959
2026-05-22T12:30:00,A,ok,,0.942
2026-05-22T12:30:15,A,ok,,0.973
2026-05-22T12:30:30,A,ok,,0.972
2026-05-22T12:30:45,A,ok,,0.932
2026-05-22T12:31:00,A,ok,,0.926
2026-05-22T12:31:15,A,ok,,0.958
2026-05-22T12:31:30,A,ok,,0.952
2026-05-22T12:31:45,A,ok,,0.921
2026-05-22T12:32:00,A,ok,,0.98
2026-05-22T12:32:15,A,ok,,0.949
2026-05-22T12:32:30,A,ok,,0.928
2026-05-22T12:32:45,A,ok,,0.983
2026-05-22T12:33:00,A,ok,,0.932
2026-05-22T12:33:15,A,defect,scratch,0.885
2026-05-22T12:33:30,A,ok,,0.929
2026-05-22T12:33:45,A,ok,,0.942
2026-05-22T12:34:00,A,ok,,0.968
2026-05-22T12:34:15,A,ok,,0.95
2026-05-22T12:34:30,A,ok,,0.921
2026-05-22T12:34:45,A,ok,,0.967
2026-05-22T12:35:00,A,ok,,0.927
2026-05-22T12:35:15,A,ok,,0.978
2026-05-22T12:35:30,A,ok,,0.947
2026-05-22T12:35:45,A,ok,,0.974
2026-05-22T12:36:00,A,ok,,0.967
2026-05-22T12:36:15,A,ok,,0.966
2026-05-22T12:36:30,A,ok,,0.937
2026-05-22T12:36:45,A,defect,scratch,0.935
2026-05-22T12:37:00,A,ok,,0.949
2026-05-22T12:37:15,A,ok,,0.95
2026-05-22T12:37:30,A,ok,,0.935
2026-05-22T12:37:45,A,ok,,0.934
2026-05-22T12:38:00,A,ok,,0.932
2026-05-22T12:38:15,A,ok,,0.97
2026-05-22T12:38:30,A,ok,,0.926
2026-05-22T12:38:45,A,ok,,0.961
2026-05-22T12:39:00,A,ok,,0.955
2026-05-22T12:39:15,A,ok,,0.979
2026-05-22T12:39:30,A,ok,,0.947
2026-05-22T12:39:45,A,ok,,0.972
2026-05-22T12:40:00,A,ok,,0.961
2026-05-22T12:40:15,A,ok,,0.927
2026-05-22T12:40:30,A,ok,,0.954
2026-05-22T12:40:45,A,ok,,0.932
2026-05-22T12:41:00,A,ok,,0.98
2026-05-22T12:41:15,A,ok,,0.967
2026-05-22T12:41:30,A,ok,,0.953
2026-05-22T12:41:45,A,ok,,0.974
2026-05-22T12:42:00,A,ok,,0.945
2026-05-22T12:42:15,A,ok,,0.938
2026-05-22T12:42:30,A,ok,,0.923
2026-05-22T12:42:45,A,ok,,0.923
2026-05-22T12:43:00,A,ok,,0.977
2026-05-22T12:43:15,A,ok,,0.929
2026-05-22T12:43:30,A,ok,,0.942
2026-05-22T12:43:45,A,ok,,0.978
2026-05-22T12:44:00,A,ok,,0.973
2026-05-22T12:44:15,A,ok,,0.974
2026-05-22T12:44:30,A,ok,,0.96
2026-05-22T12:44:45,A,ok,,0.931
2026-05-22T12:45:00,A,ok,,0.983
2026-05-22T12:45:15,A,ok,,0.985
2026-05-22T12:45:30,A,ok,,0.943
2026-05-22T12:45:45,A,ok,,0.921
2026-05-22T12:46:00,A,ok,,0.962
2026-05-22T12:46:15,A,ok,,0.943
2026-05-22T12:46:30,A,ok,,0.961
2026-05-22T12:46:45,A,ok,,0.988
2026-05-22T12:47:00,A,ok,,0.96
2026-05-22T12:47:15,A,ok,,0.977
2026-05-22T12:47:30,A,ok,,0.947
2026-05-22T12:47:45,A,ok,,0.97
2026-05-22T12:48:00,A,ok,,0.96
2026-05-22T12:48:15,A,ok,,0.987
2026-05-22T12:48:30,A,ok,,0.953
2026-05-22T12:48:45,A,ok,,0.972
2026-05-22T12:49:00,A,ok,,0.973
2026-05-22T12:49:15,A,ok,,0.925
2026-05-22T12:49:30,A,ok,,0.946
2026-05-22T12:49:45,A,ok,,0.977
2026-05-22T12:50:00,A,ok,,0.953
2026-05-22T12:50:15,A,ok,,0.987
2026-05-22T12:50:30,A,ok,,0.939
2026-05-22T12:50:45,A,ok,,0.934
2026-05-22T12:51:00,A,ok,,0.958
2026-05-22T12:51:15,A,ok,,0.962
2026-05-22T12:51:30,A,ok,,0.977
2026-05-22T12:51:45,A,ok,,0.925
2026-05-22T12:52:00,A,ok,,0.949
2026-05-22T12:52:15,A,ok,,0.951
2026-05-22T12:52:30,A,ok,,0.986
2026-05-22T12:52:45,A,ok,,0.939
2026-05-22T12:53:00,A,ok,,0.952
2026-05-22T12:53:15,A,ok,,0.969
2026-05-22T12:53:30,A,ok,,0.964
2026-05-22T12:53:45,A,ok,,0.929
2026-05-22T12:54:00,A,ok,,0.94
2026-05-22T12:54:15,A,ok,,0.958
2026-05-22T12:54:30,A,ok,,0.977
2026-05-22T12:54:45,A,ok,,0.983
2026-05-22T12:55:00,A,ok,,0.93
2026-05-22T12:55:15,A,ok,,0.946
2026-05-22T12:55:30,A,ok,,0.982
2026-05-22T12:55:45,A,ok,,0.974
2026-05-22T12:56:00,A,ok,,0.952
2026-05-22T12:56:15,A,ok,,0.98
2026-05-22T12:56:30,A,ok,,0.968
2026-05-22T12:56:45,A,ok,,0.976
2026-05-22T12:57:00,A,ok,,0.949
2026-05-22T12:57:15,A,ok,,0.939
2026-05-22T12:57:30,A,ok,,0.922
2026-05-22T12:57:45,A,ok,,0.957
2026-05-22T12:58:00,A,ok,,0.925
2026-05-22T12:58:15,A,ok,,0.948
2026-05-22T12:58:30,A,ok,,0.94
2026-05-22T12:58:45,A,ok,,0.923
2026-05-22T12:59:00,A,ok,,0.938
2026-05-22T12:59:15,A,ok,,0.987
2026-05-22T12:59:30,A,ok,,0.977
2026-05-22T12:59:45,A,ok,,0.964
2026-05-22T13:00:00,A,ok,,0.952
2026-05-22T13:00:15,A,ok,,0.952
2026-05-22T13:00:30,A,ok,,0.969
2026-05-22T13:00:45,A,ok,,0.963
2026-05-22T13:01:00,A,ok,,0.951
2026-05-22T13:01:15,A,ok,,0.953
2026-05-22T13:01:30,A,ok,,0.978
2026-05-22T13:01:45,A,ok,,0.944
2026-05-22T13:02:00,A,ok,,0.924
2026-05-22T13:02:15,A,ok,,0.929
2026-05-22T13:02:30,A,ok,,0.948
2026-05-22T13:02:45,A,defect,scratch,0.958
2026-05-22T13:03:00,A,ok,,0.937
2026-05-22T13:03:15,A,ok,,0.972
2026-05-22T13:03:30,A,ok,,0.969
2026-05-22T13:03:45,A,ok,,0.955
2026-05-22T13:04:00,A,ok,,0.934
2026-05-22T13:04:15,A,ok,,0.934
2026-05-22T13:04:30,A,ok,,0.935
2026-05-22T13:04:45,A,ok,,0.961
2026-05-22T13:05:00,A,ok,,0.952
2026-05-22T13:05:15,A,ok,,0.979
2026-05-22T13:05:30,A,ok,,0.935
2026-05-22T13:05:45,A,ok,,0.959
2026-05-22T13:06:00,A,ok,,0.939
2026-05-22T13:06:15,A,ok,,0.988
2026-05-22T13:06:30,A,ok,,0.975
2026-05-22T13:06:45,A,ok,,0.968
2026-05-22T13:07:00,A,ok,,0.939
2026-05-22T13:07:15,A,ok,,0.933
2026-05-22T13:07:30,A,ok,,0.99
2026-05-22T13:07:45,A,ok,,0.974
2026-05-22T13:08:00,A,ok,,0.965
2026-05-22T13:08:15,A,ok,,0.975
2026-05-22T13:08:30,A,ok,,0.969
2026-05-22T13:08:45,A,ok,,0.934
2026-05-22T13:09:00,A,ok,,0.983
2026-05-22T13:09:15,A,ok,,0.948
2026-05-22T13:09:30,A,ok,,0.96
2026-05-22T13:09:45,A,ok,,0.957
2026-05-22T13:10:00,A,ok,,0.926
2026-05-22T13:10:15,A,ok,,0.986
2026-05-22T13:10:30,A,ok,,0.926
2026-05-22T13:10:45,A,ok,,0.923
2026-05-22T13:11:00,A,ok,,0.92
2026-05-22T13:11:15,A,ok,,0.935
2026-05-22T13:11:30,A,ok,,0.926
2026-05-22T13:11:45,A,ok,,0.924
2026-05-22T13:12:00,A,ok,,0.967
2026-05-22T13:12:15,A,ok,,0.936
2026-05-22T13:12:30,A,ok,,0.928
2026-05-22T13:12:45,A,ok,,0.964
2026-05-22T13:13:00,A,ok,,0.941
2026-05-22T13:13:15,A,ok,,0.943
2026-05-22T13:13:30,A,ok,,0.973
2026-05-22T13:13:45,A,defect,scratch,0.884
2026-05-22T13:14:00,A,defect,scratch,0.988
2026-05-22T13:14:15,A,ok,,0.93
2026-05-22T13:14:30,A,ok,,0.949
2026-05-22T13:14:45,A,ok,,0.923
2026-05-22T13:15:00,A,ok,,0.983
2026-05-22T13:15:15,A,ok,,0.955
2026-05-22T13:15:30,A,ok,,0.931
2026-05-22T13:15:45,A,ok,,0.932
2026-05-22T13:16:00,A,ok,,0.932
2026-05-22T13:16:15,A,defect,scratch,0.885
2026-05-22T13:16:30,A,ok,,0.936
2026-05-22T13:16:45,A,ok,,0.953
2026-05-22T13:17:00,A,ok,,0.947
2026-05-22T13:17:15,A,ok,,0.936
2026-05-22T13:17:30,A,ok,,0.952
2026-05-22T13:17:45,A,ok,,0.971
2026-05-22T13:18:00,A,ok,,0.981
2026-05-22T13:18:15,A,ok,,0.936
2026-05-22T13:18:30,A,ok,,0.932
2026-05-22T13:18:45,A,ok,,0.942
2026-05-22T13:19:00,A,ok,,0.975
2026-05-22T13:19:15,A,ok,,0.961
2026-05-22T13:19:30,A,ok,,0.942
2026-05-22T13:19:45,A,ok,,0.921
2026-05-22T13:20:00,A,ok,,0.923
2026-05-22T13:20:15,A,ok,,0.926
2026-05-22T13:20:30,A,ok,,0.946
2026-05-22T13:20:45,A,ok,,0.967
2026-05-22T13:21:00,A,ok,,0.936
2026-05-22T13:21:15,A,ok,,0.933
2026-05-22T13:21:30,A,ok,,0.981
2026-05-22T13:21:45,A,ok,,0.949
2026-05-22T13:22:00,A,ok,,0.95
2026-05-22T13:22:15,A,ok,,0.977
2026-05-22T13:22:30,A,ok,,0.982
2026-05-22T13:22:45,A,ok,,0.953
2026-05-22T13:23:00,A,ok,,0.97
2026-05-22T13:23:15,A,ok,,0.958
2026-05-22T13:23:30,A,ok,,0.934
2026-05-22T13:23:45,A,ok,,0.94
2026-05-22T13:24:00,A,ok,,0.943
2026-05-22T13:24:15,A,ok,,0.945
2026-05-22T13:24:30,A,ok,,0.988
2026-05-22T13:24:45,A,ok,,0.987
2026-05-22T13:25:00,A,ok,,0.957
2026-05-22T13:25:15,A,ok,,0.98
2026-05-22T13:25:30,A,ok,,0.945
2026-05-22T13:25:45,A,ok,,0.921
2026-05-22T13:26:00,A,ok,,0.922
2026-05-22T13:26:15,A,ok,,0.939
2026-05-22T13:26:30,A,ok,,0.958
2026-05-22T13:26:45,A,ok,,0.973
2026-05-22T13:27:00,A,ok,,0.926
2026-05-22T13:27:15,A,ok,,0.949
2026-05-22T13:27:30,A,ok,,0.956
2026-05-22T13:27:45,A,ok,,0.961
2026-05-22T13:28:00,A,ok,,0.989
2026-05-22T13:28:15,A,ok,,0.964
2026-05-22T13:28:30,A,ok,,0.953
2026-05-22T13:28:45,A,ok,,0.981
2026-05-22T13:29:00,A,ok,,0.956
2026-05-22T13:29:15,A,ok,,0.966
2026-05-22T13:29:30,A,ok,,0.946
2026-05-22T13:29:45,A,ok,,0.983
2026-05-22T13:30:00,A,ok,,0.958
2026-05-22T13:30:15,A,ok,,0.93
2026-05-22T13:30:30,A,defect,scratch,0.958
2026-05-22T13:30:45,A,ok,,0.971
2026-05-22T13:31:00,A,ok,,0.925
2026-05-22T13:31:15,A,ok,,0.951
2026-05-22T13:31:30,A,ok,,0.94
2026-05-22T13:31:45,A,ok,,0.948
2026-05-22T13:32:00,A,ok,,0.963
2026-05-22T13:32:15,A,ok,,0.974
2026-05-22T13:32:30,A,ok,,0.962
2026-05-22T13:32:45,A,ok,,0.97
2026-05-22T13:33:00,A,ok,,0.945
2026-05-22T13:33:15,A,ok,,0.92
2026-05-22T13:33:30,A,ok,,0.969
2026-05-22T13:33:45,A,ok,,0.929
2026-05-22T13:34:00,A,ok,,0.979
2026-05-22T13:34:15,A,ok,,0.978
2026-05-22T13:34:30,A,ok,,0.924
2026-05-22T13:34:45,A,ok,,0.938
2026-05-22T13:35:00,A,ok,,0.953
2026-05-22T13:35:15,A,ok,,0.976
2026-05-22T13:35:30,A,ok,,0.944
2026-05-22T13:35:45,A,ok,,0.94
2026-05-22T13:36:00,A,ok,,0.962
2026-05-22T13:36:15,A,ok,,0.931
2026-05-22T13:36:30,A,ok,,0.949
2026-05-22T13:36:45,A,ok,,0.925
2026-05-22T13:37:00,A,ok,,0.922
2026-05-22T13:37:15,A,ok,,0.946
2026-05-22T13:37:30,A,ok,,0.942
2026-05-22T13:37:45,A,ok,,0.98
2026-05-22T13:38:00,A,ok,,0.934
2026-05-22T13:38:15,A,ok,,0.972
2026-05-22T13:38:30,A,ok,,0.935
2026-05-22T13:38:45,A,ok,,0.945
2026-05-22T13:39:00,A,ok,,0.942
2026-05-22T13:39:15,A,ok,,0.938
2026-05-22T13:39:30,A,ok,,0.96
2026-05-22T13:39:45,A,ok,,0.974
2026-05-22T13:40:00,A,ok,,0.947
2026-05-22T13:40:15,A,ok,,0.97
2026-05-22T13:40:30,A,ok,,0.957
2026-05-22T13:40:45,A,ok,,0.939
2026-05-22T13:41:00,A,ok,,0.959
2026-05-22T13:41:15,A,ok,,0.978
2026-05-22T13:41:30,A,ok,,0.957
2026-05-22T13:41:45,A,ok,,0.981
2026-05-22T13:42:00,A,ok,,0.964
2026-05-22T13:42:15,A,ok,,0.968
2026-05-22T13:42:30,A,defect,scratch,0.944
2026-05-22T13:42:45,A,ok,,0.942
2026-05-22T13:43:00,A,ok,,0.957
2026-05-22T13:43:15,A,ok,,0.959
2026-05-22T13:43:30,A,ok,,0.961
2026-05-22T13:43:45,A,ok,,0.964
2026-05-22T13:44:00,A,ok,,0.947
2026-05-22T13:44:15,A,ok,,0.97
2026-05-22T13:44:30,A,ok,,0.951
2026-05-22T13:44:45,A,ok,,0.986
2026-05-22T13:45:00,A,ok,,0.956
2026-05-22T13:45:15,A,ok,,0.95
2026-05-22T13:45:30,A,ok,,0.97
2026-05-22T13:45:45,A,ok,,0.941
2026-05-22T13:46:00,A,ok,,0.939
2026-05-22T13:46:15,A,ok,,0.973
2026-05-22T13:46:30,A,ok,,0.969
2026-05-22T13:46:45,A,ok,,0.935
2026-05-22T13:47:00,A,ok,,0.956
2026-05-22T13:47:15,A,ok,,0.961
2026-05-22T13:47:30,A,ok,,0.971
2026-05-22T13:47:45,A,ok,,0.932
2026-05-22T13:48:00,A,ok,,0.92
2026-05-22T13:48:15,A,ok,,0.95
2026-05-22T13:48:30,A,ok,,0.985
2026-05-22T13:48:45,A,ok,,0.934
2026-05-22T13:49:00,A,ok,,0.977
2026-05-22T13:49:15,A,ok,,0.968
2026-05-22T13:49:30,A,ok,,0.961
2026-05-22T13:49:45,A,ok,,0.927
2026-05-22T13:50:00,A,ok,,0.957
2026-05-22T13:50:15,A,ok,,0.953
2026-05-22T13:50:30,A,ok,,0.951
2026-05-22T13:50:45,A,ok,,0.927
2026-05-22T13:51:00,A,ok,,0.968
2026-05-22T13:51:15,A,ok,,0.947
2026-05-22T13:51:30,A,ok,,0.941
2026-05-22T13:51:45,A,ok,,0.944
2026-05-22T13:52:00,A,ok,,0.964
2026-05-22T13:52:15,A,ok,,0.926
2026-05-22T13:52:30,A,ok,,0.95
2026-05-22T13:52:45,A,ok,,0.96
2026-05-22T13:53:00,A,defect,bubble,0.876
2026-05-22T13:53:15,A,ok,,0.955
2026-05-22T13:53:30,A,ok,,0.957
2026-05-22T13:53:45,A,ok,,0.985
2026-05-22T13:54:00,A,ok,,0.945
2026-05-22T13:54:15,A,ok,,0.952
2026-05-22T13:54:30,A,ok,,0.929
2026-05-22T13:54:45,A,ok,,0.955
2026-05-22T13:55:00,A,ok,,0.935
2026-05-22T13:55:15,A,defect,crack,0.925
2026-05-22T13:55:30,A,ok,,0.94
2026-05-22T13:55:45,A,ok,,0.93
2026-05-22T13:56:00,A,ok,,0.925
2026-05-22T13:56:15,A,ok,,0.933
2026-05-22T13:56:30,A,ok,,0.964
2026-05-22T13:56:45,A,ok,,0.972
2026-05-22T13:57:00,A,defect,crack,0.913
2026-05-22T13:57:15,A,ok,,0.969
2026-05-22T13:57:30,A,ok,,0.971
2026-05-22T13:57:45,A,ok,,0.931
2026-05-22T13:58:00,A,ok,,0.96
2026-05-22T13:58:15,A,defect,bubble,0.856
2026-05-22T13:58:30,A,defect,crack,0.864
2026-05-22T13:58:45,A,ok,,0.983
2026-05-22T13:59:00,A,ok,,0.961
2026-05-22T13:59:15,A,ok,,0.922
2026-05-22T13:59:30,A,ok,,0.962
2026-05-22T13:59:45,A,ok,,0.957
2026-05-22T14:00:00,A,ok,,0.963
2026-05-22T14:00:15,A,defect,crack,0.915
2026-05-22T14:00:30,A,ok,,0.927
2026-05-22T14:00:45,A,ok,,0.99
2026-05-22T14:01:00,A,defect,bubble,0.961
2026-05-22T14:01:15,A,ok,,0.95
